aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,computed_aqi
5,1094.82,0.0,28.45,72.24,13.47,82.82,110.26,25.33,175.49
5,1228.33,0.0,32.22,55.07,11.56,95.28,127.56,24.83,215.61
5,2964.02,38.44,58.26,0.0,17.4,185.29,311.85,35.97,350.34
5,1388.55,0.0,34.96,49.35,9.06,132.92,169.16,23.05,310.15
5,961.3,0.0,22.62,69.38,8.7,105.75,127.54,25.08,251.35
5,1041.41,0.0,32.56,47.21,13.47,77.33,108.83,27.11,156.75
5,1148.22,0.01,39.76,31.83,13.11,81.54,114.41,29.13,171.12
5,921.25,0.0,30.16,48.64,12.16,59.02,85.34,25.59,98.34
5,3257.75,34.87,60.32,0.0,22.89,238.33,368.83,38.5,391.04
5,1762.39,0.0,47.3,38.27,11.68,222.84,277.57,28.12,379.16
5,1588.82,0.0,37.7,40.05,10.13,247.87,290.95,26.6,398.37
5,2510.07,19.45,49.35,0.03,9.66,282.78,375.45,15.58,413.64
5,3337.86,38.0,58.95,0.0,22.17,307.62,445.28,30.4,423.51
5,3017.43,19.0,63.06,0.06,12.16,282.77,367.4,12.92,413.63
5,1922.61,0.98,56.21,6.97,9.78,182.07,235.98,10.01,347.87
5,3845.21,44.26,54.84,0.0,19.79,360.19,492.32,15.96,488.98
5,19439.7,375.51,252.25,0.0,234.6,1622.6,1849.5,158.07,272.25
5,2643.59,30.4,49.35,0.0,16.45,240.28,342.97,26.09,392.54
5,2403.26,17.43,47.3,0.02,10.97,234.06,309.54,11.15,387.77
5,2510.07,3.13,59.63,3.49,11.68,328.96,408.61,8.36,432.0
5,1028.06,0.0,17.65,91.55,14.07,191.52,220.06,17.73,355.12
5,1001.36,0.0,21.93,67.95,12.04,151.84,193.79,18.75,324.67
5,2269.74,3.74,56.89,2.32,11.92,256.32,365.33,7.54,403.12
5,1174.93,0.16,26.05,19.85,7.21,129.73,156.67,5.76,307.7
5,834.47,0.0,26.05,39.7,6.97,70.0,94.44,24.07,131.72
5,1028.06,0.0,28.79,50.78,9.89,97.76,122.82,26.35,224.08
5,781.06,0.0,15.94,80.82,10.85,75.48,91.56,21.79,150.43
5,1121.52,0.01,36.33,34.33,9.54,83.99,115.34,27.36,179.48
4,781.06,0.0,22.96,62.94,8.34,49.95,71.26,22.04,83.02
5,3231.05,55.43,47.3,0.0,11.56,239.05,349.31,8.61,391.6
5,3631.59,50.51,52.09,0.0,19.79,320.15,445.19,22.8,428.49
5,2109.53,0.01,39.07,35.76,9.3,342.87,397.85,5.76,437.53
5,2029.42,0.13,45.93,20.38,9.3,297.19,359.54,5.26,419.36
5,1869.2,0.17,50.04,18.6,8.94,265.43,325.04,5.07,406.74
5,1922.61,0.0,34.27,55.07,9.06,334.12,377.71,4.56,434.05
5,2429.96,0.57,51.41,11.27,9.66,374.96,450.43,7.85,450.29
5,2002.72,0.0,28.45,67.95,6.91,332.45,361.09,5.26,433.38
5,1001.36,0.0,17.99,63.66,5.48,134.54,151.33,4.5,311.39
5,2029.42,5.03,36.67,1.65,11.92,303.25,352.97,6.71,421.77
5,2136.23,0.0,37.01,44.35,7.45,340.0,381.52,4.88,436.39
5,947.95,0.0,17.82,83.68,11.21,162.53,180.2,7.03,332.87
5,1121.52,0.0,21.08,69.38,8.11,187.14,212.12,5.89,351.76
5,2323.15,0.0,52.78,35.05,27.18,292.74,348.07,8.87,417.6
5,2830.51,21.68,43.87,0.0,13.23,430.09,555.74,9.37,472.2
5,1268.39,0.01,29.82,38.62,6.79,139.81,174.11,5.07,315.44
5,3898.62,64.37,82.25,0.0,59.6,327.56,496.22,125.65,494.58
5,2990.72,17.66,61.69,0.05,17.64,457.21,575.83,19.76,482.99
5,1388.55,0.0,22.96,61.51,7.21,186.27,209.09,4.37,351.09
5,1708.98,0.0,30.16,49.35,8.23,247.34,286.98,5.13,397.96
5,2536.77,16.99,47.98,0.12,9.06,276.72,354.3,7.66,411.23
5,2269.74,14.31,57.58,0.18,11.09,266.66,326.47,9.63,407.23
5,1335.14,0.0,23.65,41.84,5.48,207.43,230.58,4.18,367.33
5,2082.82,3.16,45.93,3.31,7.63,272.78,332.29,7.41,409.66
5,3311.16,44.7,43.87,0.0,19.79,363.26,499.49,27.36,499.27
5,1508.71,0.0,25.7,52.93,9.3,271.77,303.33,3.93,409.26
5,2162.93,0.0,26.73,64.37,12.87,396.32,433.76,3.17,458.78
5,1468.66,0.0,30.85,55.79,25.75,244.51,271.21,3.1,395.79
5,4913.33,78.68,45.93,0.0,45.3,512.65,686.98,29.89,57.19
5,1108.17,0.0,14.74,83.68,8.46,184.07,202.35,6.08,349.4
5,1028.06,0.0,31.19,43.63,7.15,99.67,128.28,13.55,230.6
5,1054.76,0.0,34.27,42.92,8.11,90.82,124.04,8.23,116.31
5,2109.53,11.06,58.95,0.29,10.13,205.69,285.32,8.87,365.99
5,1842.5,4.08,54.84,2.12,9.06,206.5,277.33,8.49,366.62
5,1668.93,0.13,71.97,31.83,45.3,276.36,323.54,17.73,411.08
5,1655.58,11.29,41.47,0.14,9.66,180.39,247.52,8.61,346.58
5,1762.39,6.15,45.93,1.26,11.44,221.21,292.12,7.47,377.91
5,1281.74,0.68,36.67,8.58,9.06,142.38,189.85,15.58,317.41
5,7049.56,126.96,93.22,0.0,64.85,657.43,848.52,45.6,113.22
5,1295.09,0.28,35.99,12.16,16.69,113.38,152.07,5.13,277.4
5,1508.71,11.51,35.64,0.02,9.18,144.29,184.4,5.95,318.87
5,847.82,0.0,21.42,52.21,8.23,85.28,102.29,16.47,183.89
5,827.79,0.0,20.56,68.66,9.06,90.74,107.95,12.03,105.62
5,3845.21,57.22,50.72,0.0,51.5,340.1,458.82,57.76,440.92
5,988.01,0.0,24.33,75.1,22.89,105.61,121.01,2.47,250.88
5,9613.04,268.22,61.01,0.0,66.76,796.22,1023.83,40.53,83.37
4,614.17,0.0,12.85,69.38,6.97,54.39,65.42,5.13,90.52
5,907.9,0.0,17.65,87.26,16.69,117.86,134.51,17.23,292.69
5,1081.47,0.0,24.68,55.07,9.18,136.28,172.03,12.54,312.73
5,1068.12,0.0,26.73,50.78,8.34,123.24,163.88,15.58,302.72
5,1081.47,0.0,20.56,52.93,8.46,159.87,187.93,19.0,330.83
5,10360.72,185.97,119.27,0.0,173.57,826.78,1035.89,141.86,139.27
5,4859.92,36.21,54.84,0.0,29.8,541.01,730.81,18.24,68.39
4,807.76,0.0,24.68,43.27,9.18,53.21,76.51,25.59,88.53
5,1295.09,0.02,37.7,30.04,10.25,142.52,187.76,25.59,317.52
5,1708.98,0.0,52.78,49.35,29.56,160.81,199.25,13.55,331.55
5,3685.0,16.76,64.43,0.2,20.98,394.96,501.77,6.08,458.24
5,1041.41,0.0,23.31,53.64,12.76,204.58,248.29,23.31,365.14
4,587.46,0.0,14.05,84.4,12.28,55.8,68.1,22.29,92.9
4,634.19,0.0,11.31,103.0,10.01,51.95,62.9,18.24,103.96
5,1028.06,0.0,28.79,48.64,12.76,127.06,160.01,27.87,305.65
5,1468.66,0.0,34.27,45.42,14.19,237.29,298.79,20.27,390.25
5,3391.27,46.04,49.35,0.0,43.39,539.12,748.46,57.25,61.49
5,2750.4,15.87,45.93,0.07,12.4,499.3,622.31,8.99,499.72
5,5126.95,37.55,87.05,0.0,32.9,551.76,689.6,21.79,107.05
5,12069.7,101.92,282.41,0.0,196.46,1198.44,1429.13,145.91,302.17
5,1789.09,0.0,56.89,55.07,38.62,182.15,221.8,24.57,347.93
5,1588.82,0.0,33.59,39.7,11.32,333.06,405.63,14.31,433.63
5,1174.93,0.01,35.3,36.12,12.28,144.74,186.33,26.09,319.22
5,1789.09,12.18,27.76,0.15,14.78,189.04,248.32,23.31,353.22
5,2296.45,12.52,61.01,0.14,32.42,227.44,355.76,70.93,382.69
5,1255.04,0.0,29.13,35.41,11.68,144.35,209.14,25.33,318.92
5,1255.04,0.05,39.07,23.25,13.95,97.14,152.74,26.6,221.96
3,947.95,0.07,32.22,21.64,13.47,45.4,88.04,24.07,88.04
5,1815.8,15.65,43.53,0.03,15.02,119.01,217.03,34.96,296.62
4,934.6,0.0,27.42,34.69,10.61,73.26,112.44,22.29,142.85
3,854.49,0.01,26.39,27.89,9.66,47.31,78.0,22.55,78.56
4,807.76,0.0,17.14,38.27,8.23,63.56,81.04,18.24,109.74
3,834.47,0.02,24.68,27.18,10.01,47.78,75.14,22.8,79.35
5,1415.25,0.41,40.78,11.62,13.47,89.77,139.13,23.31,199.21
5,3631.59,21.46,69.23,0.01,41.48,242.58,349.63,44.58,394.31
5,2510.07,1.31,67.86,5.54,22.41,176.23,240.21,22.55,343.39
5,1976.01,2.07,60.32,2.64,22.17,131.67,177.75,20.27,309.19
5,1815.8,5.2,45.24,0.87,14.54,123.8,196.35,25.33,303.15
5,2830.51,20.34,50.04,0.01,19.55,216.39,313.09,34.45,374.21
5,1161.58,0.09,30.5,19.31,12.4,113.91,176.79,25.08,279.21
5,3311.16,46.94,52.78,0.0,29.33,232.14,414.87,44.58,386.29
5,3177.64,38.0,54.15,0.0,42.44,225.05,382.11,51.17,380.85
5,6782.53,92.98,87.74,0.0,80.11,461.88,634.09,47.12,484.84
5,2456.67,0.32,76.09,15.2,58.65,154.07,213.69,26.6,326.38
5,10894.78,212.79,104.19,0.0,116.35,817.91,1025.13,64.85,124.19
5,3391.27,22.13,52.09,0.0,22.89,257.41,345.1,9.88,403.55
5,2510.07,17.43,45.24,0.03,17.88,206.47,314.72,14.06,366.59
5,5073.55,60.8,90.48,0.0,118.26,351.35,485.55,63.33,479.27
5,2536.77,15.2,30.5,0.02,18.12,176.04,299.0,15.71,343.24
5,2456.67,17.88,46.61,0.03,17.4,156.78,258.68,18.24,328.46
5,1949.31,14.98,39.76,0.05,17.17,117.69,214.38,23.56,292.11
5,1348.5,0.0,39.07,77.25,60.56,118.0,146.5,4.94,293.17
5,1495.36,0.13,30.5,16.09,13.83,118.82,193.5,8.61,295.97
4,988.01,0.08,30.5,21.46,9.66,67.12,117.61,22.29,121.89
5,988.01,0.0,24.68,66.52,11.8,91.42,126.99,20.77,202.43
5,1134.87,0.01,32.22,34.33,11.92,85.9,133.71,23.05,186.0
5,2990.72,0.0,119.27,33.62,87.74,282.94,431.49,98.29,413.7
4,854.49,0.0,20.91,92.98,13.47,73.45,90.69,3.2,143.5
5,3631.59,12.74,66.49,0.13,38.15,261.46,340.84,10.26,405.16
5,1708.98,1.51,33.93,4.16,13.23,159.28,250.7,11.02,330.38
4,1001.36,0.02,26.73,26.11,7.99,51.82,89.08,19.25,89.08
4,1001.36,0.0,25.02,70.81,28.37,72.77,107.94,20.01,141.18
3,801.09,0.0,25.36,45.42,10.97,45.67,76.64,25.08,76.64
3,767.71,0.0,22.62,70.1,15.26,40.69,63.83,23.81,70.1
3,787.73,0.0,23.65,80.11,16.69,46.18,73.79,21.03,80.11
3,761.03,0.0,22.28,62.23,11.21,39.59,64.93,25.08,65.51
3,781.06,0.0,22.28,55.07,11.44,42.89,71.28,23.31,71.28
3,667.57,0.0,17.65,69.38,9.89,36.04,58.07,21.79,69.38
4,934.6,0.0,28.79,43.99,16.93,55.16,88.52,25.84,91.82
3,574.11,0.0,15.59,90.12,15.74,35.26,59.71,19.76,90.12
5,2510.07,16.32,58.95,0.01,35.29,130.03,241.21,31.41,307.93
4,867.84,0.0,24.68,77.96,18.36,75.0,124.07,24.32,148.79
5,1575.47,0.03,53.47,20.92,23.37,89.7,174.59,27.11,198.98
5,3791.81,8.27,87.74,0.4,76.29,254.6,380.28,36.48,402.43
5,2056.12,15.65,45.24,0.01,36.72,106.33,226.41,26.6,253.33
5,6729.13,48.73,156.28,0.0,173.57,391.76,595.21,126.66,456.96
5,1388.55,0.1,41.81,16.45,30.52,85.27,177.98,28.37,183.85
3,660.9,0.0,23.65,43.63,17.88,33.52,61.64,17.99,61.64
2,527.38,0.0,12.68,61.51,11.56,16.45,29.01,14.19,61.51
3,607.49,0.0,17.48,98.71,27.18,35.63,58.58,19.25,98.71
2,540.73,0.0,13.54,80.11,12.28,23.82,40.71,16.97,80.11
5,1468.66,0.2,49.35,12.87,24.8,77.31,162.52,28.63,156.68
3,1028.06,0.0,35.99,69.38,45.78,49.04,72.86,21.03,81.48
5,2429.96,1.01,61.69,8.23,44.82,149.23,241.53,31.92,322.66
5,1068.12,0.0,26.05,47.92,25.51,78.57,129.32,25.59,160.98
5,4165.65,13.08,83.63,0.08,74.39,338.5,506.32,57.76,435.79
5,3204.35,10.62,89.11,0.14,35.29,219.09,356.41,32.17,376.28
5,2029.42,0.37,56.21,17.88,39.58,136.73,189.96,22.8,313.07
4,1014.71,0.0,26.39,58.65,40.53,71.72,84.63,6.59,137.6
4,1188.28,0.01,35.3,22.17,41.01,65.2,87.49,6.46,115.34
5,2082.82,7.26,45.24,0.2,21.93,104.95,174.08,7.09,248.62
5,9506.23,123.38,101.45,0.0,148.77,639.69,811.73,96.26,123.44
5,2830.51,12.63,60.32,0.12,21.93,222.99,387.1,25.08,379.27
5,3257.75,21.68,73.34,0.01,22.89,175.4,305.03,37.49,342.75
5,3311.16,22.8,61.01,0.0,21.93,187.19,280.42,28.63,351.8
5,1588.82,0.0,32.9,83.68,33.86,125.59,171.32,23.56,304.52
4,867.84,0.0,21.25,76.53,21.22,63.48,110.5,18.75,109.47
3,540.73,0.0,17.14,104.43,16.45,25.57,42.83,17.23,106.07
5,2643.59,6.43,90.48,0.68,48.64,135.85,274.38,56.24,312.4
5,2376.56,3.58,66.49,1.7,36.72,142.47,267.39,35.97,317.48
5,2216.34,0.11,50.04,14.31,27.42,231.56,344.56,32.93,385.85
5,1949.31,0.0,39.41,61.51,40.05,149.28,231.87,21.79,322.7
5,6355.29,67.06,95.96,0.0,103.95,395.87,579.79,57.76,458.6
5,3204.35,10.84,67.17,0.36,62.94,202.46,347.05,30.15,363.52
4,934.6,0.0,31.53,41.48,22.89,49.52,116.07,22.04,111.01
3,440.6,0.0,10.45,108.72,12.99,37.17,80.53,12.03,112.41
3,554.08,0.0,12.85,118.73,16.69,45.4,68.01,16.21,127.2
4,1161.58,0.0,37.7,50.07,19.79,71.64,135.53,24.57,137.32
5,3070.83,12.85,81.57,0.08,69.62,172.37,327.52,66.88,340.42
5,1575.47,0.32,50.04,9.92,31.95,81.03,186.17,23.31,169.38
4,1068.12,0.0,34.62,37.19,23.6,65.72,160.28,23.56,140.39
4,1001.36,0.01,37.01,27.18,24.08,53.07,136.26,24.32,124.43
5,1161.58,0.0,24.33,62.94,28.85,82.46,108.6,8.87,174.26
